OBJECTID,LABEL,LABEL_NEW,LABEL_FNL,COMP_A,RELATIONAB,COMP_B,RELATIONBC,COMP_C,RELATIONCD,COMP_D,PROCESS,COMMENTS,PARTCOV_A,BEDROCK_A,TEXTURE1_A,TEXTURE2_A,TEXTURE3_A,MATERIAL_A,QUALIFIERA,SUBTYPE_A,AGE_A,EXPRSN1_A,EXPRSN2_A,EXPRSN3_A,PARTCOV_B,BEDROCK_B,TEXTURE1_B,TEXTURE2_B,TEXTURE3_B,MATERIAL_B,QUALIFIERB,SUBTYPE_B,AGE_B,EXPRSN1_B,EXPRSN2_B,EXPRSN3_B,PARTCOV_C,BEDROCK_C,TEXTURE1_C,TEXTURE2_C,TEXTURE3_C,MATERIAL_C,QUALIFIERC,SUBTYPE_C,AGE_C,EXPRSN1_C,EXPRSN2_C,EXPRSN3_C,PARTCOV_D,BEDROCK_D,TEXTURE1_D,TEXTURE2_D,TEXTURE3_D,MATERIAL_D,QUALIFIERD,SUBTYPE_D,AGE_D,EXPRSN1_D,EXPRSN2_D,EXPRSN3_D,PROCESS_A,PRO_QUAL_A,PROCLASS1A,PROCLASS2A,PROCESS_B,PRO_QUAL_B,PROCLASS1B,PROCLASS2B,PROCESS_C,PRO_QUAL_C,PROCLASS1C,PROCLASS2C,CHECK_FIX,RANDOM_NO,ORIGNL_MAP,LABEL_TST,SHAPE_Length,SHAPE_Area
10357,Af,Af,zsgFAf-Xl,zsgFAf,,,,,,,Xl,,,,z,s,g,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,7,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,7448.642829990512837,1680417.817864763317630
10358,Mm.Lm,Mm.Lm,dsmMuL.zscLGuL-Xl,dsmMuL,.,zscLGuL,,,,,Xl,,,,d,s,m,M,,,L,u,,,,,z,s,c,L,G,,L,u,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,8,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,16591.038125453309476,8211094.213365290313959
10359,Cx,Cx,dszCvb.gFAf-Xs,dszCvb,.,gFAf,,,,,Xs,,,,d,s,z,C,,,,v,b,,,,g,,,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,s,,,,,,,,,,,9,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,7414.292435240429768,1084891.785353939048946
10360,pfO,pfO,euOb-XlU,euOb,,,,,,,XlU,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,U,,,,,,,,,-1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,7269.049880142662005,1714201.010492481291294
10361,pO,pO,euOb-Xl,euOb,,,,,,,Xl,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,Done: EXPRSN1_A = Null,1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,4453.548903493505350,447618.672220984939486
10362,Cx,Cx,dszCvb.gFAf-Xs,dszCvb,.,gFAf,,,,,Xs,,,,d,s,z,C,,,,v,b,,,,g,,,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,s,,,,,,,,,,,2,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,20097.407468206514750,3646862.722567139659077
10363,Mp,Mp,dsmMpL-Xl,dsmMpL,,,,,,,Xl,,,,d,s,m,M,,,L,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,3,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,3050.871689559490733,331477.582330148667097
10364,Cx,Cx,dszCvb.gFAf-Xs,dszCvb,.,gFAf,,,,,Xs,,,,d,s,z,C,,,,v,b,,,,g,,,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,s,,,,,,,,,,,4,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,5087.751007681330520,1034849.605523725389503
10365,pO,pO,euOb-Xl,euOb,,,,,,,Xl,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,Done: EXPRSN1_A = Null,5,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,7874.428124851161556,2177076.170721855480224
10366,fO,fO,uOb-U,uOb,,,,,,,U,,,,u,,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,,,,,,,,,Done: EXPRSN1_A = Null,6,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,5469.779321484209504,967621.477302244631574
10367,pO-k,pO-K,euOb-Xtl,euOb,,,,,,,Xtl,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,l,,,,,,,,,,7,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,2446.086519008854793,386978.318193222279660
10368,Md,Md,dsmMprL-Xl,dsmMprL,,,,,,,Xl,,,,d,s,m,M,,,L,p,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,8,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,1643.502090475596333,176167.563817501504673
10369,Cx,Cx,dszCvb.gFAf-Xs,dszCvb,.,gFAf,,,,,Xs,,,,d,s,z,C,,,,v,b,,,,g,,,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,s,,,,,,,,,,,9,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,7550.350879276904379,755509.752031625132076
10370,Cz,Cz,C-L,C,,,,,,,L,,,,,,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,,,,,,,,,,,,,-1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,1591.642262708006456,142212.762997636687942
10371,Mbv,Mbv,dsmMbvL-Xl,dsmMbvL,,,,,,,Xl,,,,d,s,m,M,,,L,b,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,10459.469295721071830,5143267.857212882488966
10372,fpO,fpO,ueOb-UXl,ueOb,,,,,,,UXl,,,,u,e,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,X,,l,,,,,,,2,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,3822.490997785902891,665934.275724028819241
10373,Cy/At,Cy/At,sgCvb\Rp/szgFt-Xls,sgCvb,\,Rp,/,szgFt,,,Xls,,,,s,g,,C,,,,v,b,,,,,,,R,,,,p,,,,,s,z,g,F,,,,t,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,3,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,14890.704557032133380,2741645.845527068246156
10374,fpO,fpO,ueOb-UXl,ueOb,,,,,,,UXl,,,,u,e,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,X,,l,,,,,,,4,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,6209.830566821617140,1043668.349387346650474
10375,pO,pO,euOb-Xl,euOb,,,,,,,Xl,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,Done: EXPRSN1_A = Null,5,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,3974.979311871650225,799819.666105115087703
10376,pO-k,pO-K,euOb-Xtl,euOb,,,,,,,Xtl,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,l,,,,,,,,,,6,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,5637.668767187924459,1925530.631084943655878
10377,pO-k,pO-K,euOb-Xtl,euOb,,,,,,,Xtl,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,l,,,,,,,,,,7,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,15064.611653527303133,4949198.437311299145222
10378,Mp,Mp,dsmMpL-Xl,dsmMpL,,,,,,,Xl,,,,d,s,m,M,,,L,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,8,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,18835.599634540249099,4223339.327552086673677
10379,Mv,Mv,dsmMvL-Xl,dsmMvL,,,,,,,Xl,,,,d,s,m,M,,,L,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,9,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,8759.902676898202117,1877058.333324901061133
10380,Cy/At,Cy/At,sgCvb\Rp/szgFt-Xls,sgCvb,\,Rp,/,szgFt,,,Xls,,,,s,g,,C,,,,v,b,,,,,,,R,,,,p,,,,,s,z,g,F,,,,t,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,-1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,9753.205314682920289,1646809.922066245926544
10381,Cx,Cx,dszCvb.gFAf-Xs,dszCvb,.,gFAf,,,,,Xs,,,,d,s,z,C,,,,v,b,,,,g,,,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,s,,,,,,,,,,,1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,3438.917057710472818,320722.995926269330084
10382,Mp,Mp,dsmMpL-Xl,dsmMpL,,,,,,,Xl,,,,d,s,m,M,,,L,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,2,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,1972.500089131905725,236607.817689806717681
10383,pfO,pfO,euOb-XlU,euOb,,,,,,,XlU,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,U,,,,,,,,,3,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,5872.828139768818801,893653.683595372946002
10384,pfO/Mp,pfO/Mp,euOb/dsmMpL-XlU,euOb,/,dsmMpL,,,,,XlU,,,,e,u,,O,,,,b,,,,,d,s,m,M,,,L,p,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,U,,,,,,,,,4,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,18774.411362476039358,7236569.172755133360624
10385,Gt,Gt,sgzFGtL-X,sgzFGtL,,,,,,,X,,,,s,g,z,F,G,,L,t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,5,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,2962.828285805634550,430030.290174779074732
10386,Cy/At,Cy/At,sgCvb\Rp/szgFt-Xls,sgCvb,\,Rp,/,szgFt,,,Xls,,,,s,g,,C,,,,v,b,,,,,,,R,,,,p,,,,,s,z,g,F,,,,t,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,6,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,14475.009515408104562,2688691.425750193186104
10387,Cx/Mv,Cx/Mv,dszCvb.gFAf/dsmMvL-Xsl,dszCvb,.,gFAf,/,dsmMvL,,,Xsl,,,,d,s,z,C,,,,v,b,,,,g,,,F,A,,,f,,,,,d,s,m,M,,,L,v,,,,,,,,,,,,,,,X,,s,l,,,,,,,,,,7,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,6656.301040736870164,988400.017601112485863
10388,Cv/R,Cv/R,dszCv/R-Xls,dszCv,/,R,,,,,Xls,,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,8,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,14501.585334320292532,10091093.429952209815383
10389,pfO,pfO,euOb-XlU,euOb,,,,,,,XlU,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,U,,,,,,,,,9,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,2234.934670150964394,314905.730319110851269
10390,fpO,fpO,ueOb-UXl,ueOb,,,,,,,UXl,,,,u,e,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,X,,l,,,,,,,-1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,14036.016543993560845,3039575.901003645267338
10391,R/Cv,R/Cv,R/dszCv-Xls,R,/,dszCv,,,,,Xls,,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,2865.542298452452087,339973.588654029415920
10392,pfO,pfO,euOb-XlU,euOb,,,,,,,XlU,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,U,,,,,,,,,2,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,9349.808213891472406,2177830.766523947939277
10393,Md,Md,dsmMprL-Xl,dsmMprL,,,,,,,Xl,,,,d,s,m,M,,,L,p,r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,3,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,14453.483002055854740,10454802.526560230180621
10394,Cy,Cy,sgCvb\Rp-Xls,sgCvb,\,Rp,,,,,Xls,,,,s,g,,C,,,,v,b,,,,,,,R,,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,4,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,65619.676088624546537,31500649.339208994060755
10395,Mb.Lb,Mb.Lb,dsmMbL.zcsLGbL-Xl,dsmMbL,.,zcsLGbL,,,,,Xl,,,,d,s,m,M,,,L,b,,,,,z,c,s,L,G,,L,b,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,5,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,10748.382513263326473,2539074.256534518674016
10396,pO-k,pO-K,euOb-Xtl,euOb,,,,,,,Xtl,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,l,,,,,,,,,,6,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,6201.037205226265542,1294938.228753169532865
10397,pO-k,pO-K,euOb-Xtl,euOb,,,,,,,Xtl,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,l,,,,,,,,,,7,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,22770.112173515972245,6555692.849893439561129
10398,pO-k,pO-K,euOb-Xtl,euOb,,,,,,,Xtl,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,l,,,,,,,,,,8,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,5279.896582455754469,1130241.460290981689468
10399,pfO,pfO,euOb-XlU,euOb,,,,,,,XlU,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,U,,,,,,,,,9,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,9111.038032926115193,3199246.453286356292665
10400,Ap,Ap,sgzFAp-UX,sgzFAp,,,,,,,UX,,,,s,g,z,F,A,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,X,,,,,,,,,-1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,8950.031166530668997,1227110.225854630814865
10401,Mp,Mp,dsmMpL-Xl,dsmMpL,,,,,,,Xl,,,,d,s,m,M,,,L,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,1908.127180326308007,266937.930640141887125
10402,Cy/At,Cy/At,sgCvb\Rp/szgFt-Xls,sgCvb,\,Rp,/,szgFt,,,Xls,,,,s,g,,C,,,,v,b,,,,,,,R,,,,p,,,,,s,z,g,F,,,,t,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,2,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,14208.385614013568556,2755584.808208497706801
10403,Cy/At,Cy/At,sgCvb\Rp/szgFt-Xls,sgCvb,\,Rp,/,szgFt,,,Xls,,,,s,g,,C,,,,v,b,,,,,,,R,,,,p,,,,,s,z,g,F,,,,t,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,3,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,4943.758901077223527,709111.831481176544912
10404,Cx,Cx,dszCvb.gFAf-Xs,dszCvb,.,gFAf,,,,,Xs,,,,d,s,z,C,,,,v,b,,,,g,,,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,s,,,,,,,,,,,4,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,11726.061555349531773,1833527.018197556957603
10405,R/Cv,R/Cv,R/dszCv-Xls,R,/,dszCv,,,,,Xls,,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,5,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,38079.518939884474094,20870944.357790391892195
10406,Mp,Mp,dsmMpL-Xl,dsmMpL,,,,,,,Xl,,,,d,s,m,M,,,L,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,6,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,2427.398023436731364,313744.990093995700590
10407,Mb.Lb,Mb.Lb,dsmMbL.zcsLGbL-Xl,dsmMbL,.,zcsLGbL,,,,,Xl,,,,d,s,m,M,,,L,b,,,,,z,c,s,L,G,,L,b,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,7,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,9012.098385058128770,1158524.671887595206499
10408,Cv/R,Cv/R,dszCv/R-Xls,dszCv,/,R,,,,,Xls,,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,8,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,6440.212580058691856,1518326.106885848334059
10409,Cy/At,Cy/At,sgCvb\Rp/szgFt-Xls,sgCvb,\,Rp,/,szgFt,,,Xls,,,,s,g,,C,,,,v,b,,,,,,,R,,,,p,,,,,s,z,g,F,,,,t,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,9,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,1822.339866252522143,125759.894865484835464
10410,Ap,Ap,sgzFAp-UX,sgzFAp,,,,,,,UX,,,,s,g,z,F,A,,,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,U,,,,X,,,,,,,,,-1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,15526.251640690790737,2497122.877426431514323
10411,pO-k,pO-K,euOb-Xtl,euOb,,,,,,,Xtl,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,t,l,,,,,,,,,,1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,9732.111650400127473,2862918.056913787499070
10412,Cy/At,Cy/At,sgCvb\Rp/szgFt-Xls,sgCvb,\,Rp,/,szgFt,,,Xls,,,,s,g,,C,,,,v,b,,,,,,,R,,,,p,,,,,s,z,g,F,,,,t,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,2,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,19932.888523599860491,3121530.010604083072394
10413,Mp,Mp,dsmMpL-Xl,dsmMpL,,,,,,,Xl,,,,d,s,m,M,,,L,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,3,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,22425.422426704455575,5683444.607217906042933
10414,Cv/R,Cv/R,dszCv/R-Xls,dszCv,/,R,,,,,Xls,,,,d,s,z,C,,,,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,4,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,11902.183754947784109,2160799.679897624067962
10415,Cy/At,Cy/At,sgCvb\Rp/szgFt-Xls,sgCvb,\,Rp,/,szgFt,,,Xls,,,,s,g,,C,,,,v,b,,,,,,,R,,,,p,,,,,s,z,g,F,,,,t,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,5,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,6587.801200600380071,902318.487543274066411
10416,Cx,Cx,dszCvb.gFAf-Xs,dszCvb,.,gFAf,,,,,Xs,,,,d,s,z,C,,,,v,b,,,,g,,,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,s,,,,,,,,,,,6,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,15907.249933287084787,2183614.681515078525990
10417,R/Cv,R/Cv,R/dszCv-Xls,R,/,dszCv,,,,,Xls,,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,7,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,1396.888401307509639,147327.541500878549414
10418,Mv,Mv,dsmMvL-Xl,dsmMvL,,,,,,,Xl,,,,d,s,m,M,,,L,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,8,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,20617.836753596460767,7804127.857063925825059
10419,pfO,pfO,euOb-XlU,euOb,,,,,,,XlU,,,,e,u,,O,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,U,,,,,,,,,9,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,14795.035032267624047,2967609.812745158094913
10420,Cx,Cx,dszCvb.gFAf-Xs,dszCvb,.,gFAf,,,,,Xs,,,,d,s,z,C,,,,v,b,,,,g,,,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,s,,,,,,,,,,,-1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,24223.049442414143414,4935548.927044510841370
10421,Af,Af,zsgFAf-Xl,zsgFAf,,,,,,,Xl,,,,z,s,g,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,5639.878402886188269,1055758.048172206850722
10422,Mb.Lb,Mb.Lb,dsmMbL.zcsLGbL-Xl,dsmMbL,.,zcsLGbL,,,,,Xl,,,,d,s,m,M,,,L,b,,,,,z,c,s,L,G,,L,b,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,2,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,30402.928382764141134,11907807.389920961111784
10423,Mm,Mm,dsmMuL-Xl,dsmMuL,,,,,,,Xl,,,,d,s,m,M,,,L,u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,3,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,30129.027246104553342,18419405.575959604233503
10424,Mp,Mp,dsmMpL-Xl,dsmMpL,,,,,,,Xl,,,,d,s,m,M,,,L,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,4,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,2655.356484152613575,386784.909374566399492
10425,R/Cv,R/Cv,R/dszCv-Xls,R,/,dszCv,,,,,Xls,,,,,,,R,,,,,,,,,d,s,z,C,,,,v,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,5,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,2478.805126794703938,365875.990079463692382
10426,Cy/At,Cy/At,sgCvb\Rp/szgFt-Xls,sgCvb,\,Rp,/,szgFt,,,Xls,,,,s,g,,C,,,,v,b,,,,,,,R,,,,p,,,,,s,z,g,F,,,,t,,,,,,,,,,,,,,,X,,l,s,,,,,,,,,,6,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,10521.548243479826851,1702109.374540505465120
10427,Mv/R,Mv/R,dsmMvL/R-Xl,dsmMvL,/,R,,,,,Xl,,,,d,s,m,M,,,L,v,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,7,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,9406.807233277750129,2748386.158115995116532
10428,Mv,Mv,dsmMvL-Xl,dsmMvL,,,,,,,Xl,,,,d,s,m,M,,,L,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,8,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,6667.412350405622419,2470079.238386505283415
10429,Mp,Mp,dsmMpL-Xl,dsmMpL,,,,,,,Xl,,,,d,s,m,M,,,L,p,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,9,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,3502.365529113512366,581173.346334449946880
10430,Af,Af,zsgFAf-Xl,zsgFAf,,,,,,,Xl,,,,z,s,g,F,A,,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,l,,,,,,,,,,,-1,"Duk-Rodkin & Hughes, 1992, Trail River - Eagle River, GSC Map 1744A",,4050.039253381381059,652598.415717908297665
